"video_shortname","Function_name",execution_count,exec_time_avg
"5.477809e+09","convertYuvToRgb",24,5.859375e-03
"5.477809e+09","gauDerivative",80,0
"5.477809e+09","loadFileYuv",0,NaN
"5.477809e+09","progressbar",1,0
"5.477809e+09","rapique_basic_extractor",432,1.316551e-02
"5.477809e+09","RAPIQUE_spatial_features",16,3.691406e-01
"5.477809e+09","saveFileYuv",0,NaN
"5.489207e+09","calc_RAPIQUE_features",1,1.187500e+01
"5.489207e+09","calc_RAPIQUE_features/deep_learning",8,7.617188e-02
"5.489207e+09","calc_RAPIQUE_features/temporal NSS",8,5.332031e-01
"5.489207e+09","clipValue",24,1.302083e-03
"5.489207e+09","convertRGBToHSI",0,NaN
"5.489207e+09","convertRGBToLAB",16,5.273438e-02
"5.489207e+09","convertRGBToLMS",0,NaN
"5.489207e+09","convertRGBToYuv",0,NaN
"5.489207e+09","convertYuvToRgb",24,2.604167e-03
"5.489207e+09","gauDerivative",80,0
"5.489207e+09","loadFileYuv",0,NaN
"5.489207e+09","progressbar",1,1.562500e-02
"5.489207e+09","rapique_basic_extractor",432,1.573351e-02
"5.489207e+09","RAPIQUE_spatial_features",16,4.082031e-01
"5.489207e+09","saveFileYuv",0,NaN
"6.900621e+09","calc_RAPIQUE_features",1,1.123438e+01
"6.900621e+09","calc_RAPIQUE_features/deep_learning",8,7.226562e-02
"6.900621e+09","calc_RAPIQUE_features/temporal NSS",8,4.863281e-01
"6.900621e+09","clipValue",24,1.302083e-03
"6.900621e+09","convertRGBToHSI",0,NaN
"6.900621e+09","convertRGBToLAB",16,4.101562e-02
